travelCode,userCode,name,place,days,price,total,date,price_per_day,year,month,stay_category,hotel_popularity,place_popularity,user_avg_spend
29275,280,Hotel BD,Natal (RN),3,242.88,728.64,2020-03-26,242.88,2020,3,medium,4829,4829,587.1937931034482
29279,280,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-04-23,247.62,2020,4,short,4437,4437,587.1937931034482
29280,280,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-04-30,247.62,2020,4,medium,4437,4437,587.1937931034482
29281,280,Hotel K,Salvador (BH),2,263.41,526.82,2020-05-07,263.41,2020,5,short,5094,5094,587.1937931034482
29282,280,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-05-14,208.04,2020,5,medium,4205,4205,587.1937931034482
29286,280,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-06-11,139.1,2020,6,short,4828,4828,587.1937931034482
29287,280,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-06-18,165.99,2020,6,short,5029,5029,587.1937931034482
29291,280,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-07-16,313.02,2020,7,short,3330,3330,587.1937931034482
29293,280,Hotel K,Salvador (BH),4,263.41,1053.64,2020-07-30,263.41,2020,7,medium,5094,5094,587.1937931034482
29298,280,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-09-03,247.62,2020,9,medium,4437,4437,587.1937931034482
29317,280,Hotel BD,Natal (RN),4,242.88,971.52,2021-01-14,242.88,2021,1,medium,4829,4829,587.1937931034482
29319,280,Hotel K,Salvador (BH),3,263.41,790.23,2021-01-28,263.41,2021,1,medium,5094,5094,587.1937931034482
29323,280,Hotel Z,Aracaju (SE),1,208.04,208.04,2021-02-25,208.04,2021,2,short,4205,4205,587.1937931034482
29327,280,Hotel Z,Aracaju (SE),1,208.04,208.04,2021-03-25,208.04,2021,3,short,4205,4205,587.1937931034482
29328,280,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-04-01,313.02,2021,4,medium,3330,3330,587.1937931034482
29329,280,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-04-08,139.1,2021,4,medium,4828,4828,587.1937931034482
29333,280,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-05-06,60.39,2021,5,medium,4333,4333,587.1937931034482
29338,280,Hotel BD,Natal (RN),2,242.88,485.76,2021-06-10,242.88,2021,6,short,4829,4829,587.1937931034482
29344,280,Hotel AU,Recife (PE),2,312.83,625.66,2021-07-22,312.83,2021,7,short,4467,4467,587.1937931034482
29349,280,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-08-26,165.99,2021,8,short,5029,5029,587.1937931034482
29355,280,Hotel AU,Recife (PE),4,312.83,1251.32,2021-10-07,312.83,2021,10,medium,4467,4467,587.1937931034482
29356,280,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-10-14,208.04,2021,10,medium,4205,4205,587.1937931034482
29363,280,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2021-12-02,139.1,2021,12,short,4828,4828,587.1937931034482
29368,281,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2019-10-17,139.1,2019,10,short,4828,4828,519.165
29376,281,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2019-12-12,165.99,2019,12,short,5029,5029,519.165
29377,281,Hotel Z,Aracaju (SE),2,208.04,416.08,2019-12-19,208.04,2019,12,short,4205,4205,519.165
29378,281,Hotel A,Florianopolis (SC),1,313.02,313.02,2019-12-26,313.02,2019,12,short,3330,3330,519.165
29379,281,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-01-02,60.39,2020,1,medium,4333,4333,519.165
29380,281,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-01-09,313.02,2020,1,short,3330,3330,519.165
29382,281,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-01-23,139.1,2020,1,short,4828,4828,519.165
29388,281,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-03-05,247.62,2020,3,medium,4437,4437,519.165
29389,281,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-03-12,247.62,2020,3,medium,4437,4437,519.165
29391,281,Hotel BD,Natal (RN),1,242.88,242.88,2020-03-26,242.88,2020,3,short,4829,4829,519.165
29392,281,Hotel K,Salvador (BH),2,263.41,526.82,2020-04-02,263.41,2020,4,short,5094,5094,519.165
29402,281,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-06-11,165.99,2020,6,short,5029,5029,519.165
29403,281,Hotel K,Salvador (BH),2,263.41,526.82,2020-06-18,263.41,2020,6,short,5094,5094,519.165
29406,281,Hotel BD,Natal (RN),4,242.88,971.52,2020-07-09,242.88,2020,7,medium,4829,4829,519.165
29415,281,Hotel BD,Natal (RN),1,242.88,242.88,2020-09-10,242.88,2020,9,short,4829,4829,519.165
29417,281,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-09-24,247.62,2020,9,medium,4437,4437,519.165
29418,281,Hotel K,Salvador (BH),1,263.41,263.41,2020-10-01,263.41,2020,10,short,5094,5094,519.165
29421,281,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-10-22,247.62,2020,10,short,4437,4437,519.165
29424,281,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-11-12,139.1,2020,11,medium,4828,4828,519.165
29427,281,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-12-03,247.62,2020,12,short,4437,4437,519.165
29428,281,Hotel AU,Recife (PE),4,312.83,1251.32,2020-12-10,312.83,2020,12,medium,4467,4467,519.165
29430,281,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-12-24,139.1,2020,12,short,4828,4828,519.165
29435,281,Hotel AU,Recife (PE),3,312.83,938.49,2021-01-28,312.83,2021,1,medium,4467,4467,519.165
29437,281,Hotel K,Salvador (BH),3,263.41,790.23,2021-02-11,263.41,2021,2,medium,5094,5094,519.165
29440,281,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-03-04,247.62,2021,3,medium,4437,4437,519.165
29441,281,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-03-11,60.39,2021,3,short,4333,4333,519.165
29443,281,Hotel AU,Recife (PE),1,312.83,312.83,2021-03-25,312.83,2021,3,short,4467,4467,519.165
29447,281,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-04-22,165.99,2021,4,medium,5029,5029,519.165
29448,281,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-04-29,165.99,2021,4,short,5029,5029,519.165
29451,281,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-05-20,165.99,2021,5,medium,5029,5029,519.165
29452,281,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-05-27,313.02,2021,5,short,3330,3330,519.165
29453,281,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-06-03,165.99,2021,6,medium,5029,5029,519.165
29458,281,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-07-08,247.62,2021,7,medium,4437,4437,519.165
29459,281,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-07-15,208.04,2021,7,medium,4205,4205,519.165
29460,281,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-07-22,60.39,2021,7,medium,4333,4333,519.165
29462,281,Hotel AU,Recife (PE),3,312.83,938.49,2021-08-05,312.83,2021,8,medium,4467,4467,519.165
29466,281,Hotel BD,Natal (RN),1,242.88,242.88,2021-09-02,242.88,2021,9,short,4829,4829,519.165
29468,281,Hotel K,Salvador (BH),3,263.41,790.23,2021-09-16,263.41,2021,9,medium,5094,5094,519.165
29469,281,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-09-23,313.02,2021,9,medium,3330,3330,519.165
29471,281,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-10-07,247.62,2021,10,medium,4437,4437,519.165
29472,281,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-10-14,165.99,2021,10,short,5029,5029,519.165
29479,281,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-12-02,208.04,2021,12,medium,4205,4205,519.165
29481,281,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-12-16,165.99,2021,12,short,5029,5029,519.165
29494,281,Hotel BD,Natal (RN),2,242.88,485.76,2022-03-17,242.88,2022,3,short,4829,4829,519.165
29496,281,Hotel A,Florianopolis (SC),2,313.02,626.04,2022-03-31,313.02,2022,3,short,3330,3330,519.165
29497,281,Hotel BW,Campo Grande (MS),4,60.39,241.56,2022-04-07,60.39,2022,4,medium,4333,4333,519.165
29500,281,Hotel AU,Recife (PE),4,312.83,1251.32,2022-04-28,312.83,2022,4,medium,4467,4467,519.165
29503,281,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2022-05-19,139.1,2022,5,short,4828,4828,519.165
29513,281,Hotel BW,Campo Grande (MS),2,60.39,120.78,2022-07-28,60.39,2022,7,short,4333,4333,519.165
29519,281,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2022-09-08,139.1,2022,9,medium,4828,4828,519.165
29523,281,Hotel Z,Aracaju (SE),2,208.04,416.08,2022-10-06,208.04,2022,10,short,4205,4205,519.165
29528,281,Hotel BW,Campo Grande (MS),3,60.39,181.17,2022-11-10,60.39,2022,11,medium,4333,4333,519.165
29529,281,Hotel AU,Recife (PE),2,312.83,625.66,2022-11-17,312.83,2022,11,short,4467,4467,519.165
29541,281,Hotel K,Salvador (BH),1,263.41,263.41,2023-02-09,263.41,2023,2,short,5094,5094,519.165
29543,281,Hotel AU,Recife (PE),2,312.83,625.66,2023-02-23,312.83,2023,2,short,4467,4467,519.165
29544,281,Hotel AU,Recife (PE),3,312.83,938.49,2023-03-02,312.83,2023,3,medium,4467,4467,519.165
29548,281,Hotel K,Salvador (BH),4,263.41,1053.64,2023-03-30,263.41,2023,3,medium,5094,5094,519.165
29551,281,Hotel A,Florianopolis (SC),3,313.02,939.06,2023-04-20,313.02,2023,4,medium,3330,3330,519.165
29557,282,Hotel BW,Campo Grande (MS),1,60.39,60.39,2019-10-24,60.39,2019,10,short,4333,4333,444.11499999999995
29558,282,Hotel BW,Campo Grande (MS),4,60.39,241.56,2019-10-31,60.39,2019,10,medium,4333,4333,444.11499999999995
29564,282,Hotel K,Salvador (BH),1,263.41,263.41,2019-12-12,263.41,2019,12,short,5094,5094,444.11499999999995
29567,282,Hotel BD,Natal (RN),1,242.88,242.88,2020-01-02,242.88,2020,1,short,4829,4829,444.11499999999995
29568,282,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-01-09,313.02,2020,1,short,3330,3330,444.11499999999995
29569,282,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-01-16,60.39,2020,1,medium,4333,4333,444.11499999999995
29576,282,Hotel BD,Natal (RN),3,242.88,728.64,2020-03-05,242.88,2020,3,medium,4829,4829,444.11499999999995
29578,282,Hotel BD,Natal (RN),3,242.88,728.64,2020-03-19,242.88,2020,3,medium,4829,4829,444.11499999999995
29583,282,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-04-23,247.62,2020,4,short,4437,4437,444.11499999999995
29588,282,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-05-28,313.02,2020,5,short,3330,3330,444.11499999999995
29594,282,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-07-09,313.02,2020,7,medium,3330,3330,444.11499999999995
29598,282,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-08-06,139.1,2020,8,short,4828,4828,444.11499999999995
29599,282,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-08-13,313.02,2020,8,short,3330,3330,444.11499999999995
29600,282,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-08-20,60.39,2020,8,short,4333,4333,444.11499999999995
29601,282,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-08-27,208.04,2020,8,short,4205,4205,444.11499999999995
29603,282,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-09-10,313.02,2020,9,medium,3330,3330,444.11499999999995
29604,282,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-09-17,165.99,2020,9,short,5029,5029,444.11499999999995
29607,282,Hotel BD,Natal (RN),4,242.88,971.52,2020-10-08,242.88,2020,10,medium,4829,4829,444.11499999999995
29608,282,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-10-15,60.39,2020,10,medium,4333,4333,444.11499999999995
29609,282,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-10-22,165.99,2020,10,medium,5029,5029,444.11499999999995
29610,282,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-10-29,139.1,2020,10,medium,4828,4828,444.11499999999995
29621,282,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-01-14,313.02,2021,1,short,3330,3330,444.11499999999995
29625,283,Hotel BW,Campo Grande (MS),3,60.39,181.17,2019-10-03,60.39,2019,10,medium,4333,4333,612.2152631578947
29627,283,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2019-10-17,139.1,2019,10,short,4828,4828,612.2152631578947
29628,283,Hotel BP,Brasilia (DF),2,247.62,495.24,2019-10-24,247.62,2019,10,short,4437,4437,612.2152631578947
29629,283,Hotel Z,Aracaju (SE),1,208.04,208.04,2019-10-31,208.04,2019,10,short,4205,4205,612.2152631578947
29631,283,Hotel A,Florianopolis (SC),3,313.02,939.06,2019-11-14,313.02,2019,11,medium,3330,3330,612.2152631578947
29633,283,Hotel Z,Aracaju (SE),3,208.04,624.12,2019-11-28,208.04,2019,11,medium,4205,4205,612.2152631578947
29634,283,Hotel K,Salvador (BH),2,263.41,526.82,2019-12-05,263.41,2019,12,short,5094,5094,612.2152631578947
29636,283,Hotel AU,Recife (PE),3,312.83,938.49,2019-12-19,312.83,2019,12,medium,4467,4467,612.2152631578947
29641,283,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-01-23,313.02,2020,1,medium,3330,3330,612.2152631578947
29643,283,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-02-06,313.02,2020,2,medium,3330,3330,612.2152631578947
29646,283,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-02-27,165.99,2020,2,medium,5029,5029,612.2152631578947
29650,283,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-03-26,165.99,2020,3,short,5029,5029,612.2152631578947
29652,283,Hotel K,Salvador (BH),4,263.41,1053.64,2020-04-09,263.41,2020,4,medium,5094,5094,612.2152631578947
29653,283,Hotel K,Salvador (BH),1,263.41,263.41,2020-04-16,263.41,2020,4,short,5094,5094,612.2152631578947
29657,283,Hotel K,Salvador (BH),4,263.41,1053.64,2020-05-14,263.41,2020,5,medium,5094,5094,612.2152631578947
29659,283,Hotel K,Salvador (BH),2,263.41,526.82,2020-05-28,263.41,2020,5,short,5094,5094,612.2152631578947
29661,283,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-06-11,313.02,2020,6,short,3330,3330,612.2152631578947
29662,283,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-06-18,313.02,2020,6,short,3330,3330,612.2152631578947
29663,283,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-06-25,139.1,2020,6,medium,4828,4828,612.2152631578947
29664,284,Hotel BW,Campo Grande (MS),2,60.39,120.78,2019-09-26,60.39,2019,9,short,4333,4333,499.08000000000004
29674,284,Hotel Z,Aracaju (SE),3,208.04,624.12,2019-12-05,208.04,2019,12,medium,4205,4205,499.08000000000004
29675,284,Hotel K,Salvador (BH),3,263.41,790.23,2019-12-12,263.41,2019,12,medium,5094,5094,499.08000000000004
29678,284,Hotel K,Salvador (BH),4,263.41,1053.64,2020-01-02,263.41,2020,1,medium,5094,5094,499.08000000000004
29682,284,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-01-30,60.39,2020,1,medium,4333,4333,499.08000000000004
29683,284,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-02-06,139.1,2020,2,medium,4828,4828,499.08000000000004
29689,284,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-03-19,313.02,2020,3,medium,3330,3330,499.08000000000004
29693,284,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-04-16,60.39,2020,4,medium,4333,4333,499.08000000000004
29694,284,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-04-23,139.1,2020,4,medium,4828,4828,499.08000000000004
29701,284,Hotel K,Salvador (BH),2,263.41,526.82,2020-06-11,263.41,2020,6,short,5094,5094,499.08000000000004
29703,284,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-06-25,139.1,2020,6,short,4828,4828,499.08000000000004
29704,284,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-07-02,247.62,2020,7,medium,4437,4437,499.08000000000004
29706,284,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-07-16,60.39,2020,7,medium,4333,4333,499.08000000000004
29708,284,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-07-30,208.04,2020,7,short,4205,4205,499.08000000000004
29710,284,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-08-13,165.99,2020,8,medium,5029,5029,499.08000000000004
29713,284,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-09-03,165.99,2020,9,medium,5029,5029,499.08000000000004
29718,284,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-10-08,165.99,2020,10,short,5029,5029,499.08000000000004
29719,284,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-10-15,313.02,2020,10,short,3330,3330,499.08000000000004
29721,284,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-10-29,208.04,2020,10,short,4205,4205,499.08000000000004
29724,284,Hotel K,Salvador (BH),1,263.41,263.41,2020-11-19,263.41,2020,11,short,5094,5094,499.08000000000004
29731,284,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-01-07,247.62,2021,1,medium,4437,4437,499.08000000000004
29732,284,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-01-14,60.39,2021,1,medium,4333,4333,499.08000000000004
29739,284,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-03-04,165.99,2021,3,short,5029,5029,499.08000000000004
29752,284,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-06-03,247.62,2021,6,medium,4437,4437,499.08000000000004
29755,284,Hotel BP,Brasilia (DF),2,247.62,495.24,2021-06-24,247.62,2021,6,short,4437,4437,499.08000000000004
29761,284,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-08-05,247.62,2021,8,medium,4437,4437,499.08000000000004
29766,284,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-09-09,60.39,2021,9,medium,4333,4333,499.08000000000004
29770,284,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-10-07,60.39,2021,10,short,4333,4333,499.08000000000004
29772,284,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-10-21,60.39,2021,10,short,4333,4333,499.08000000000004
29774,284,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-11-04,60.39,2021,11,medium,4333,4333,499.08000000000004
29777,284,Hotel BD,Natal (RN),2,242.88,485.76,2021-11-25,242.88,2021,11,short,4829,4829,499.08000000000004
29778,284,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-12-02,165.99,2021,12,medium,5029,5029,499.08000000000004
29782,284,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2021-12-30,139.1,2021,12,short,4828,4828,499.08000000000004
29784,284,Hotel K,Salvador (BH),1,263.41,263.41,2022-01-13,263.41,2022,1,short,5094,5094,499.08000000000004
29794,284,Hotel K,Salvador (BH),1,263.41,263.41,2022-03-24,263.41,2022,3,short,5094,5094,499.08000000000004
29795,284,Hotel A,Florianopolis (SC),4,313.02,1252.08,2022-03-31,313.02,2022,3,medium,3330,3330,499.08000000000004
29803,284,Hotel A,Florianopolis (SC),4,313.02,1252.08,2022-05-26,313.02,2022,5,medium,3330,3330,499.08000000000004
29805,284,Hotel K,Salvador (BH),3,263.41,790.23,2022-06-09,263.41,2022,6,medium,5094,5094,499.08000000000004
29806,284,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2022-06-16,139.1,2022,6,short,4828,4828,499.08000000000004
29813,284,Hotel Z,Aracaju (SE),3,208.04,624.12,2022-08-04,208.04,2022,8,medium,4205,4205,499.08000000000004
29817,284,Hotel K,Salvador (BH),3,263.41,790.23,2022-09-01,263.41,2022,9,medium,5094,5094,499.08000000000004
29818,284,Hotel K,Salvador (BH),2,263.41,526.82,2022-09-08,263.41,2022,9,short,5094,5094,499.08000000000004
29821,284,Hotel AU,Recife (PE),2,312.83,625.66,2022-09-29,312.83,2022,9,short,4467,4467,499.08000000000004
29824,284,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2022-10-20,139.1,2022,10,short,4828,4828,499.08000000000004
29828,284,Hotel BD,Natal (RN),4,242.88,971.52,2022-11-17,242.88,2022,11,medium,4829,4829,499.08000000000004
29831,284,Hotel AU,Recife (PE),3,312.83,938.49,2022-12-08,312.83,2022,12,medium,4467,4467,499.08000000000004
29834,284,Hotel BW,Campo Grande (MS),2,60.39,120.78,2022-12-29,60.39,2022,12,short,4333,4333,499.08000000000004
29837,284,Hotel BD,Natal (RN),1,242.88,242.88,2023-01-19,242.88,2023,1,short,4829,4829,499.08000000000004
29838,284,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2023-01-26,139.1,2023,1,medium,4828,4828,499.08000000000004
29843,284,Hotel K,Salvador (BH),3,263.41,790.23,2023-03-02,263.41,2023,3,medium,5094,5094,499.08000000000004
29849,284,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2023-04-13,139.1,2023,4,medium,4828,4828,499.08000000000004
29850,285,Hotel BW,Campo Grande (MS),1,60.39,60.39,2019-09-26,60.39,2019,9,short,4333,4333,517.8165384615385
29854,285,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2019-10-24,165.99,2019,10,short,5029,5029,517.8165384615385
29867,285,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-01-23,139.1,2020,1,medium,4828,4828,517.8165384615385
29870,285,Hotel AU,Recife (PE),2,312.83,625.66,2020-02-13,312.83,2020,2,short,4467,4467,517.8165384615385
29875,285,Hotel K,Salvador (BH),4,263.41,1053.64,2020-03-19,263.41,2020,3,medium,5094,5094,517.8165384615385
29876,285,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-03-26,247.62,2020,3,short,4437,4437,517.8165384615385
29879,285,Hotel BD,Natal (RN),1,242.88,242.88,2020-04-16,242.88,2020,4,short,4829,4829,517.8165384615385
29887,285,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-06-11,313.02,2020,6,short,3330,3330,517.8165384615385
29898,285,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-08-27,60.39,2020,8,medium,4333,4333,517.8165384615385
29900,285,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-09-10,313.02,2020,9,medium,3330,3330,517.8165384615385
29901,285,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-09-17,313.02,2020,9,medium,3330,3330,517.8165384615385
29903,285,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-10-01,208.04,2020,10,medium,4205,4205,517.8165384615385
29906,285,Hotel BD,Natal (RN),4,242.88,971.52,2020-10-22,242.88,2020,10,medium,4829,4829,517.8165384615385
29915,285,Hotel K,Salvador (BH),2,263.41,526.82,2020-12-24,263.41,2020,12,short,5094,5094,517.8165384615385
29917,285,Hotel AU,Recife (PE),2,312.83,625.66,2021-01-07,312.83,2021,1,short,4467,4467,517.8165384615385
29920,285,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-01-28,165.99,2021,1,medium,5029,5029,517.8165384615385
29924,285,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-02-25,60.39,2021,2,medium,4333,4333,517.8165384615385
29926,285,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-03-11,60.39,2021,3,short,4333,4333,517.8165384615385
29928,285,Hotel Z,Aracaju (SE),1,208.04,208.04,2021-03-25,208.04,2021,3,short,4205,4205,517.8165384615385
29931,285,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-04-15,313.02,2021,4,short,3330,3330,517.8165384615385
29934,285,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-05-06,313.02,2021,5,short,3330,3330,517.8165384615385
29937,285,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-05-27,60.39,2021,5,medium,4333,4333,517.8165384615385
29938,285,Hotel BP,Brasilia (DF),4,247.62,990.48,2021-06-03,247.62,2021,6,medium,4437,4437,517.8165384615385
29940,285,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-06-17,139.1,2021,6,medium,4828,4828,517.8165384615385
29944,285,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2021-07-15,139.1,2021,7,medium,4828,4828,517.8165384615385
29945,285,Hotel BD,Natal (RN),3,242.88,728.64,2021-07-22,242.88,2021,7,medium,4829,4829,517.8165384615385
29957,286,Hotel Z,Aracaju (SE),4,208.04,832.16,2019-11-14,208.04,2019,11,medium,4205,4205,563.6899999999999
